ecg_mean,ecg_std,ecg_min,ecg_max,ecg_range,ecg_skew,ecg_kurtosis,ecg_energy,ecg_zcr,rr_mean,rr_std,rr_min,rr_max,rmssd,heart_rate,resp_mean,resp_std,resp_min,resp_max,resp_range,resp_skew,resp_kurtosis,resp_variance,resp_below90,resp_below94,resp_low_ratio,resp_drop_count
0.2735284,0.102465406,0.0,1.0,1.0,4.372159901742604,23.993001010262105,0.08531694,0.00013333333333333334,1030.6666666666667,67.6765613714551,844.0,1196.0,44.80114794447635,58.21474773609314,0.42341772,0.19937931,0.0,1.0,1.0,0.23640697856106457,-0.9131294115339883,0.03975211,0.9896,0.9919333333333333,0.9926666666666667,14.0
0.24318737,0.11042084,0.0,1.0,1.0,4.037831914645861,20.88655985617985,0.071332864,0.00013333333333333334,1028.4137931034484,38.629555632585095,784.0,1076.0,37.32832046545799,58.342274678111586,0.53562355,0.28148785,0.0,1.0,1.0,-0.3118407121705616,-1.2121091345040182,0.07923541,0.9374,0.9692,0.9772666666666666,17.0
0.30446923,0.09817987,0.0,1.0,1.0,3.365976134735948,18.490142344531517,0.1023408,0.00013333333333333334,948.8253968253969,64.09579628207302,688.0,1052.0,61.83641269902282,63.236081370449675,0.4205671,0.20455517,0.0,1.0,1.0,0.7672884877773911,0.4065424973701761,0.041842815,0.9605333333333334,0.9754,0.9822666666666666,12.0
0.50145996,0.09649605,0.0,1.0,1.0,-0.2183876713064321,5.764938547633184,0.2607736,0.00013333333333333334,615.4226804123712,76.73113254796739,508.0,1020.0,79.96144904473238,97.49396944518895,0.41659483,0.10375064,0.0,1.0,1.0,0.3732362228521947,8.918070883375684,0.010764196,0.9928,0.9944666666666667,0.995,25.0
0.27737284,0.105791844,0.0,1.0,1.0,4.25279338885279,22.696378614069445,0.08812762,0.00013333333333333334,976.0655737704918,52.56685636981932,872.0,1168.0,53.106182941976414,61.471279811891165,0.53002006,0.30193684,0.0,1.0,1.0,-0.07486729801551788,-1.4993185701780083,0.091165856,0.8796,0.9487333333333333,0.968,16.0
0.32034165,0.10047438,0.0,1.0,1.0,3.2046359206876285,17.270448341954683,0.112713866,0.00013333333333333334,864.8695652173913,19.18779280075192,828.0,908.0,14.768806554993654,69.37462296400564,0.36640742,0.3104962,0.0,1.0,1.0,0.6641792165513603,-1.0257076051286977,0.09640789,0.9111333333333334,0.9496666666666667,0.9582666666666667,11.0
0.37408477,0.09898728,0.0,1.0,1.0,2.147233068787833,14.177288325422602,0.1497379,0.00013333333333333334,731.9506172839506,63.22522961692419,636.0,860.0,16.321764610482532,81.97274321953853,0.5180635,0.23079094,0.0,1.0,1.0,0.1942075967070599,-0.8613679561186185,0.05326446,0.9330666666666667,0.9726,0.9776666666666667,16.0
0.36606818,0.09606859,0.0,1.0,1.0,2.5188149476535258,16.875814475572128,0.14323509,0.00013333333333333334,837.6338028169014,55.00351830913777,588.0,988.0,44.12449918776902,71.63034705407587,0.46014252,0.30039632,0.0,1.0,1.0,0.38913725056898757,-1.2093053678159311,0.09023795,0.8667333333333334,0.9194,0.9348,15.0
0.3045015,0.096602984,0.0,1.0,1.0,3.7308835045634234,21.30850547224891,0.102053285,0.00013333333333333334,914.8307692307692,55.39774203417687,692.0,1044.0,35.742132001323036,65.58590071303647,0.69083244,0.17812859,0.0,1.0,1.0,-1.0265504685193927,0.9018870595967634,0.031729795,0.9682666666666667,0.9818,0.9838666666666667,11.0
0.37908956,0.09374132,0.0,1.0,1.0,2.3187879894996093,16.71900126605021,0.15249632,0.00013333333333333334,838.7605633802817,57.1219266227169,528.0,940.0,50.67318253841403,71.53412144008597,0.5225572,0.24068822,0.0,1.0,1.0,-0.16688482285656472,-1.0307704313405324,0.05793082,0.9527333333333333,0.9862666666666666,0.9908666666666667,14.0
0.26598102,0.10068602,0.0,1.0,1.0,4.492970818729402,24.565238036391463,0.08088356,0.00013333333333333334,970.2295081967213,61.22476554590938,856.0,1092.0,37.430825086640375,61.84103811841038,0.41316724,0.25668406,0.0,1.0,1.0,0.47799993801880747,-0.7855280310983881,0.06588671,0.9588,0.9694,0.973,16.0
0.54776305,0.06850318,0.0,1.0,1.0,2.8102183811574926,13.973265218476186,0.30473694,0.00013333333333333334,782.1052631578947,150.3938320182755,504.0,1020.0,126.68575294799334,76.71601615074024,0.5073815,0.20974316,0.0,1.0,1.0,-0.22648649593779877,0.08638784929286247,0.04399219,0.9656666666666667,0.9810666666666666,0.9838,28.0
0.2245296,0.08710599,0.0,1.0,1.0,4.472526786946765,24.243304019846825,0.058000993,0.00013333333333333334,1012.0677966101695,27.39285098297696,968.0,1080.0,27.26118878172967,59.28456591639871,0.5398247,0.2868356,0.0,1.0,1.0,-0.4009567973454092,-1.2186428978481163,0.08227467,0.9300666666666667,0.9768666666666667,0.9872,12.0
0.48458856,0.09035598,0.0,1.0,1.0,0.5414649031867337,8.672587303022642,0.24299029,0.00013333333333333334,722.0,105.49442246266723,500.0,1036.0,127.4997942385171,83.10249307479225,0.40093774,0.1915977,0.0,1.0,1.0,0.25643365688482406,-0.3547791708226429,0.03670968,0.9903333333333333,0.9933333333333333,0.9942666666666666,34.0
0.40473315,0.09925299,0.0,1.0,1.0,1.7110249711672256,8.53017701265671,0.17366007,0.00013333333333333334,795.8933333333333,28.479500619841556,740.0,884.0,19.340477089618396,75.38698653085841,0.65346104,0.12329298,0.0,1.0,1.0,-0.7376081008253774,4.264796660840122,0.01520116,0.9708666666666667,0.9773333333333334,0.9790666666666666,43.0
0.2533691,0.10282508,0.0,1.0,1.0,4.483532552984983,24.706845035331607,0.07476889,0.00013333333333333334,991.8666666666667,71.39735444834228,708.0,1124.0,54.405882034941776,60.492001613120046,0.46135834,0.18368797,0.0,1.0,1.0,0.15188216476199382,-0.37546600500723537,0.03374127,0.9912666666666666,0.9932666666666666,0.9938,14.0
0.6696354,0.14673564,0.0,1.0,1.0,-1.1977877887338517,4.042898922314314,0.46994287,0.00013333333333333334,729.8536585365854,100.96934115100865,500.0,1068.0,121.57160162220309,82.20826092768347,0.47294056,0.29999402,0.0,1.0,1.0,0.19722885822345707,-1.3832826125761755,0.089996405,0.8987333333333334,0.9604,0.9679333333333333,12.0
0.38815108,0.08908035,0.0,1.0,1.0,2.931696226838122,18.48503632826927,0.15859656,0.00013333333333333334,805.2432432432432,210.61857485978737,500.0,1028.0,192.52610568404228,74.51164664026314,0.6305251,0.31316903,0.0,1.0,1.0,-0.6830037528621411,-1.0378675508463902,0.09807484,0.7638,0.9005333333333333,0.9330666666666667,10.0
0.26941735,0.11858905,0.0,1.0,1.0,3.19087882401567,13.688374305965102,0.08664908,0.00013333333333333334,849.0285714285715,28.070814242641735,792.0,920.0,26.76792369853207,70.66899986539238,0.5334638,0.26767895,0.0,1.0,1.0,-0.47760349165867105,-1.0092943379820396,0.07165202,0.9853333333333333,0.9902,0.9917333333333334,14.0
0.26378912,0.101636715,0.0,1.0,1.0,4.69623113452226,26.330204686653662,0.07991473,0.00013333333333333334,1022.7586206896551,31.207487134819374,952.0,1084.0,25.939200166218654,58.664868509777484,0.46987325,0.24971493,0.0,1.0,1.0,-0.025779960040580436,-0.845970844913507,0.062357545,0.9598666666666666,0.9865333333333334,0.9876666666666667,12.0
0.5206723,0.10789235,0.0,1.0,1.0,-0.6512597108990777,5.491663819384479,0.28274044,0.00013333333333333334,696.0470588235294,140.88993667418325,500.0,1016.0,165.94778295194746,86.20106821715909,0.4566359,0.28624082,0.0,1.0,1.0,0.3039026603688198,-1.3822394605881863,0.0819338,0.9477333333333333,0.9738666666666667,0.9859333333333333,13.0
0.36599642,0.09572417,0.0,1.0,1.0,2.8053915789132007,17.563382312251342,0.14311649,0.00013333333333333334,905.6969696969697,93.83172715622523,500.0,1020.0,104.09817851062894,66.24732334047108,0.6047294,0.2768065,0.0,1.0,1.0,-0.6583744061081452,-0.8472280337058549,0.076621845,0.9167333333333333,0.9623333333333334,0.9699333333333333,14.0
0.396522,0.093455195,0.0,1.0,1.0,1.8035279310875285,9.66628424044619,0.16596355,0.00013333333333333334,642.3225806451613,29.58245676374733,580.0,692.0,16.3334812179049,93.41100843712334,0.30632806,0.10700987,0.0,1.0,1.0,1.818299278642405,10.679709596870264,0.011451113,0.994,0.9955333333333334,0.9959333333333333,27.0
0.36382872,0.0931935,0.0,1.0,1.0,2.994190353011081,18.864943665003477,0.14105634,0.00013333333333333334,784.6842105263158,221.2703877330508,500.0,1036.0,197.35207118244287,76.46388087732242,0.66917473,0.2867364,0.0,1.0,1.0,-0.6590778900117186,-1.045792096739102,0.08221777,0.7111333333333333,0.8600666666666666,0.8784666666666666,11.0
0.47774205,0.09552889,0.0,1.0,1.0,0.6295010019983949,6.9497376408109375,0.23736326,0.00013333333333333334,709.3012048192771,44.50361700198371,504.0,804.0,48.742228899064315,84.5902975947819,0.54230547,0.18298645,0.0,1.0,1.0,-0.18151061163291646,-0.503928166606868,0.03348404,0.9870666666666666,0.9948,0.9955333333333334,35.0
0.36983013,0.09503591,0.0,1.0,1.0,2.5492423428987183,18.155316821755424,0.14580615,0.00013333333333333334,889.3134328358209,60.16648766106735,512.0,972.0,59.30506647067271,67.46777658431793,0.6798114,0.2130366,0.0,1.0,1.0,-1.2589501284029792,0.8368136195160196,0.045384593,0.9362666666666667,0.9752,0.9781333333333333,17.0
0.5975299,0.127667,0.0,1.0,1.0,-0.727641556717009,3.590918566912425,0.37334082,0.00013333333333333334,825.2222222222222,96.33192360880604,500.0,988.0,113.60916447858037,72.7076881648041,0.32960856,0.2713023,0.0,1.0,1.0,0.7316853363002693,-0.8292216573657631,0.07360495,0.9905333333333334,0.9927333333333334,0.9934666666666667,11.0
0.37908956,0.09374132,0.0,1.0,1.0,2.3187879894996093,16.71900126605021,0.15249632,0.00013333333333333334,838.7605633802817,57.1219266227169,528.0,940.0,50.67318253841403,71.53412144008597,0.5225572,0.24068822,0.0,1.0,1.0,-0.16688482285656472,-1.0307704313405324,0.05793082,0.9527333333333333,0.9862666666666666,0.9908666666666667,14.0
0.24594098,0.10825001,0.0,1.0,1.0,4.353594718873078,23.045980021262842,0.07220504,0.00013333333333333334,933.3968253968254,52.81249842529602,824.0,1032.0,24.484359721416894,64.28134140534657,0.4521961,0.2187231,0.0,1.0,1.0,0.18598522773171067,-0.9267255130293646,0.047839794,0.9849333333333333,0.9924,0.993,16.0
0.37926954,0.08558351,0.0,1.0,1.0,1.5327927348547905,7.363260341629488,0.15116993,0.00013333333333333334,653.2747252747253,30.479705348171255,596.0,720.0,11.910779431534557,91.84497375857893,0.522356,0.124289446,0.0,1.0,1.0,-0.07871436187196794,2.892852564618379,0.015447867,0.9923333333333333,0.9971333333333333,0.9974,32.0
0.5171504,0.10734217,0.0,1.0,1.0,0.1707003684497092,3.986095835992848,0.2789669,0.00013333333333333334,653.1428571428571,23.891959854371272,612.0,724.0,29.571758298905543,91.86351706036746,0.5644405,0.1981568,0.0,1.0,1.0,-0.056293401638342545,-0.6050914923081212,0.03926612,0.96,0.9835333333333334,0.9876,39.0
0.25111458,0.10403124,0.0,1.0,1.0,4.608588633488366,25.358525355304895,0.07388102,0.00013333333333333334,1006.3728813559322,46.630861354695554,904.0,1096.0,30.890239502984176,59.62004850444624,0.4416935,0.2322558,0.0,1.0,1.0,0.014690035645060827,-0.7858107969145101,0.05394276,0.9826,0.9888,0.9910666666666667,14.0
0.65484375,0.14142303,0.0,1.0,1.0,-0.8798588517708601,3.3858393366004265,0.44882083,0.00013333333333333334,788.7368421052631,122.34155902109435,500.0,1008.0,134.10364151158115,76.07099959962632,0.40836883,0.30504203,0.0,1.0,1.0,0.38994134295868227,-1.287852064332364,0.09305064,0.9398,0.9817333333333333,0.9838666666666667,12.0
0.37172362,0.087800205,0.0,1.0,1.0,2.878719478814101,15.688999991508584,0.14588736,0.00013333333333333334,774.2857142857143,59.791598493967534,512.0,924.0,60.24511336374533,77.49077490774907,0.5654542,0.19134569,0.0,1.0,1.0,-0.12069816742458338,-0.2606949681088566,0.036613174,0.9526666666666667,0.98,0.9854666666666667,35.0
0.6950424,0.07320906,0.0,1.0,1.0,-0.4074266275672077,4.87461648041727,0.48844343,0.00013333333333333334,710.1904761904761,93.13871838112229,512.0,1032.0,92.40664452195648,84.48437709534666,0.39102444,0.27348712,0.0,1.0,1.0,0.6311724005488613,-0.8273290120683447,0.07479521,0.9438666666666666,0.9736,0.9787333333333333,11.0
0.50630265,0.10102102,0.0,1.0,1.0,-0.48645646117667796,4.781997085792266,0.26654756,0.00013333333333333334,711.0952380952381,120.1084449518552,504.0,1012.0,130.3489293147204,84.37688341257618,0.42396608,0.2570305,0.0,1.0,1.0,0.3125044740755629,-0.9454985192373666,0.06606467,0.9644,0.9842,0.9857333333333334,14.0
0.3640356,0.09554405,0.0,1.0,1.0,2.659742774813711,17.559535874318765,0.14165059,0.00013333333333333334,830.5555555555555,59.893629991679816,500.0,972.0,49.12071935978274,72.24080267558529,0.4573552,0.27679834,0.0,1.0,1.0,0.530092930706377,-0.9631115202209477,0.076617315,0.8823333333333333,0.9350666666666667,0.9535333333333333,16.0
0.501544,0.07749081,0.0,1.0,1.0,1.3807080327547991,8.06840047993848,0.25755128,0.00013333333333333334,641.9354838709677,31.43376940766842,532.0,788.0,36.76245722023441,93.46733668341709,0.56477773,0.14258163,0.0,1.0,1.0,-1.3792385275247399,3.30298654168217,0.020329518,0.9983333333333333,0.999,0.9991333333333333,33.0
0.35472634,0.08583517,0.0,1.0,1.0,3.073749595156287,17.74066056953612,0.13319844,0.00013333333333333334,716.0,114.44996802412349,508.0,1028.0,116.76200518001794,83.79888268156425,0.62434745,0.14815058,0.0,1.0,1.0,-0.36038468349036806,1.0371380585974785,0.021948593,0.9634,0.9849333333333333,0.9889333333333333,41.0
0.31011587,0.091188736,0.0,1.0,1.0,3.0908565333028033,15.756568299252258,0.104487255,0.00013333333333333334,668.5842696629213,37.47322909256568,608.0,764.0,18.310454043325283,89.74186609303577,0.50702214,0.16137905,0.0,1.0,1.0,0.36382907592959096,0.553264154723228,0.026043199,0.9807333333333333,0.9880666666666666,0.9911333333333333,30.0
0.5051249,0.09036702,0.0,1.0,1.0,-0.3878394474332199,4.632975631350242,0.26331735,0.00013333333333333334,674.0454545454545,151.06530113368711,500.0,1036.0,167.51325217776775,89.01476835929599,0.42017454,0.26397195,0.0,1.0,1.0,0.2995895334583158,-1.271543759316976,0.06968119,0.989,0.9918666666666667,0.9926666666666667,13.0
0.3509647,0.0924698,0.0,1.0,1.0,2.1092165981893,11.09063364489848,0.13172688,0.00013333333333333334,698.0235294117647,54.685835669187405,500.0,868.0,59.83469291465008,85.9569877974786,0.5676609,0.20920697,0.0,1.0,1.0,-0.1303065631326755,-0.7019480523545187,0.043767553,0.9488666666666666,0.9706,0.9765333333333334,27.0
0.40076178,0.09693247,0.0,1.0,1.0,1.7070652448886026,8.913157760327202,0.1700059,0.00013333333333333334,778.5974025974026,49.600026115477974,504.0,844.0,55.20297474822015,77.06164931945557,0.6922754,0.13406725,0.0,1.0,1.0,-0.8882996655092311,2.5961248830342036,0.017974028,0.9545333333333333,0.9836,0.9869333333333333,48.0
0.66540384,0.15023431,0.0,1.0,1.0,-0.938085429848619,3.3451770273036185,0.46533263,0.00013333333333333334,766.4102564102565,27.5817832382339,624.0,832.0,26.00699206681996,78.2870525259284,0.43805194,0.31237695,0.0,1.0,1.0,0.5177539408241677,-1.2373913207180625,0.09757936,0.8585333333333334,0.9099333333333334,0.9320666666666667,14.0
0.61654794,0.12836087,0.0,1.0,1.0,-1.0440465106548664,4.042535837753026,0.3966079,0.00013333333333333334,677.9545454545455,12.562488435914254,656.0,704.0,6.739828436712751,88.50150854844117,0.45054454,0.32926124,0.0,1.0,1.0,0.23199658837408305,-1.4484146707682726,0.10841296,0.8662666666666666,0.9253333333333333,0.9438,14.0
0.47086656,0.118816614,0.0,1.0,1.0,0.34715264438053745,2.882155876514072,0.23583269,0.00013333333333333334,776.8831168831168,76.75665274707065,528.0,992.0,49.17637430182998,77.23169508525578,0.41240656,0.23829089,0.0,1.0,1.0,0.28744538568748296,-0.6373604949134704,0.056782547,0.9692666666666667,0.9907333333333334,0.9916666666666667,9.0
0.5740239,0.110118136,0.0,1.0,1.0,-0.7939159317587673,3.200224318786817,0.34162942,0.00013333333333333334,721.0602409638554,154.51075912142588,500.0,1184.0,175.85082369759306,83.21080069509424,0.38724077,0.24850655,0.0,1.0,1.0,0.6508914097166228,-0.4081710106790726,0.061755504,0.9587333333333333,0.9794,0.9847333333333333,9.0
0.68402076,0.14226103,0.0,1.0,1.0,-0.9899214153469638,3.502541556412737,0.48812255,0.00013333333333333334,773.038961038961,51.62261700004706,504.0,1024.0,48.98979485566356,77.61575162959478,0.41779694,0.32638836,0.0,1.0,1.0,0.49330337231585647,-1.2979789374802277,0.10652937,0.8648666666666667,0.9221333333333334,0.9357333333333333,14.0
0.51564157,0.0961707,0.0,1.0,1.0,-0.4475999096467815,8.342720669045622,0.27513504,0.00013333333333333334,678.1609195402299,89.79528103250286,512.0,996.0,89.77698467170852,88.47457627118644,0.5453407,0.15561138,0.0,1.0,1.0,-0.3333090309432869,1.1750471529356226,0.024214901,0.9785333333333334,0.9825333333333334,0.984,24.0
0.37892154,0.08027039,0.0,1.0,1.0,-0.008091144594111156,5.480116379182505,0.15002488,0.00013333333333333334,634.7234042553191,12.638512785621668,608.0,676.0,16.863780619250047,94.52936444086887,0.5656446,0.18919888,0.0,1.0,1.0,-0.41743025346043394,-0.046218806364238585,0.035796218,0.9746666666666667,0.9868,0.9886,37.0
0.3998604,0.08646829,0.0,1.0,1.0,2.1567580870757923,11.83573170550239,0.1673651,0.00013333333333333334,778.0,46.20093414412174,680.0,892.0,32.404114965026686,77.12082262210797,0.52139074,0.14121073,0.0,1.0,1.0,-0.03420802577217737,1.0647572204041085,0.019940471,0.9889333333333333,0.9928,0.9936666666666667,35.0
0.35945958,0.093041636,0.0,1.0,1.0,2.6404111180001895,15.010000098341578,0.13786791,0.00013333333333333334,638.8387096774194,59.26163790655238,512.0,956.0,57.813794051322176,93.92042011714804,0.41539672,0.15715288,0.0,1.0,1.0,-0.0038054371447334605,0.3079207675008937,0.024697028,0.9951333333333333,0.9963333333333333,0.9966,39.0
0.36040646,0.089595415,0.0,1.0,1.0,3.046503693278295,20.83187161643608,0.13792011,0.00013333333333333334,915.2,116.51176236428135,504.0,1056.0,134.64490335694106,65.55944055944056,0.6619219,0.112452276,0.0,1.0,1.0,-2.0457113830731988,10.01444074965196,0.012645514,0.98,0.9858666666666667,0.9872666666666666,15.0
0.52717364,0.109422155,0.0,1.0,1.0,-0.2783231235141579,5.027418048012139,0.2898853,0.00013333333333333334,628.6382978723404,13.823239038962372,604.0,692.0,14.746605222606247,95.44439179584377,0.45142636,0.1468776,0.0,1.0,1.0,0.27650800670186465,0.9359620197002299,0.021573031,0.9928,0.9944666666666667,0.995,37.0
0.31182238,0.100158,0.0,1.0,1.0,3.1866938380480674,17.106598356605755,0.10726484,0.00013333333333333334,920.2461538461539,38.85041560780796,680.0,972.0,36.486298798316064,65.199946502608,0.40490663,0.29201347,0.0,1.0,1.0,0.525447612519867,-1.1779411956743855,0.08527187,0.9406,0.9772,0.9836,9.0
0.52528566,0.118673764,0.0,1.0,1.0,-0.12707454486586423,2.9922612526696293,0.29000852,0.00013333333333333334,756.8101265822785,79.55414937174841,524.0,976.0,73.36875601353998,79.28012310162575,0.3838992,0.27275062,0.0,1.0,1.0,0.45662702925910176,-1.0465898356968664,0.07439289,0.9736666666666667,0.989,0.9925333333333334,9.0
0.4056449,0.08630423,0.0,1.0,1.0,2.1860229224807246,12.720904221457193,0.17199619,0.00013333333333333334,773.4545454545455,83.66143046154129,516.0,920.0,87.39143641052443,77.574047954866,0.65340805,0.1392934,0.0,1.0,1.0,-0.9524154774172396,2.2884418667124864,0.019402651,0.9782,0.9885333333333334,0.9896,37.0
0.36189082,0.09269799,0.0,1.0,1.0,2.808208769983724,18.42162880562126,0.13955787,0.00013333333333333334,785.6842105263158,159.21420613407287,500.0,1060.0,160.87958229682224,76.36655948553054,0.57097405,0.12191847,0.0,1.0,1.0,-0.17685227432996364,3.9391019670230643,0.014864113,0.9828666666666667,0.9874666666666667,0.9888666666666667,18.0
0.5109843,0.10251801,0.0,1.0,1.0,0.10692494176612628,4.688852382435905,0.2716149,0.00013333333333333334,655.7333333333333,36.0877941815358,600.0,780.0,23.106981288555694,91.50061000406669,0.5314495,0.1872519,0.0,1.0,1.0,-0.15364137234127143,0.07579079854143078,0.035063274,0.9708,0.9814,0.9833333333333333,35.0
0.31412497,0.100827314,0.0,1.0,1.0,3.2196498004920975,17.39568950375082,0.10884065,0.00013333333333333334,865.0,23.084244690723075,828.0,940.0,15.804779175177343,69.36416184971098,0.3893617,0.29334474,0.0,1.0,1.0,0.5438913649271707,-1.0963330891254717,0.08605113,0.9323333333333333,0.9751333333333333,0.9855333333333334,10.0
0.5071497,0.10516783,0.0,1.0,1.0,-0.5297393725129833,4.716988081570418,0.2682611,0.00013333333333333334,704.3294117647059,130.91850974469435,500.0,1004.0,148.8335599635666,85.18741230707556,0.41836828,0.2712728,0.0,1.0,1.0,0.3132539083551403,-1.271724413042048,0.07358893,0.9788666666666667,0.9897333333333334,0.9931333333333333,15.0
0.25098312,0.10180923,0.0,1.0,1.0,4.521494501756685,24.977715597734086,0.073357634,0.00013333333333333334,993.0,95.91836807063251,732.0,1128.0,41.27460745227001,60.42296072507553,0.4795345,0.17881835,0.0,1.0,1.0,0.36882544238880705,0.3954381780505014,0.031976,0.9743333333333334,0.9885333333333334,0.9933333333333333,16.0
0.53368956,0.10759698,0.0,1.0,1.0,-0.3139061415300396,5.1983514134083,0.29640168,0.00013333333333333334,632.1702127659574,13.405808758346842,608.0,672.0,14.891723904914938,94.91114701130856,0.4355485,0.21053882,0.0,1.0,1.0,0.19251420146401477,-0.5578917392792766,0.044326592,0.9821333333333333,0.9879333333333333,0.9898,38.0
0.42648965,0.06360791,0.0,1.0,1.0,0.6297413784576268,6.885617565114401,0.18593939,0.00013333333333333334,629.4468085106383,71.39903107711312,500.0,916.0,89.88307817345535,95.32179556517036,0.35863274,0.12789539,0.0,1.0,1.0,0.7252862155689078,4.431578695948005,0.01635723,0.9946666666666667,0.9959333333333333,0.9963333333333333,22.0
0.69544685,0.14891186,0.0,1.0,1.0,-1.5032640213641832,4.6868844509338095,0.50582105,0.00013333333333333334,698.1176470588235,20.77635067582477,664.0,772.0,13.842653200129217,85.9453993933266,0.35979062,0.2883555,0.0,1.0,1.0,0.6618630899894328,-0.9448340268044655,0.0831489,0.9492666666666667,0.9768666666666667,0.9824666666666667,12.0
0.19641234,0.12525694,0.0,1.0,1.0,3.2512125215957224,13.923726307056747,0.054267105,0.00013333333333333334,848.5142857142857,54.60683967027858,720.0,944.0,28.719533321467786,70.7118324466294,0.6848006,0.26559204,0.0,1.0,1.0,-1.2603636449323572,0.7987742075789952,0.070539124,0.8444666666666667,0.8959333333333334,0.9193333333333333,8.0
